text,intent,entities
hey pia dime la actualidad de los marcadores por favor,marcadoresDeportivos,[]
oye los marcadores,marcadoresDeportivos,[]
hey pia dime resultados deportivos por favor,marcadoresDeportivos,[]
oye pia dame como quedaron los partidos por favor,marcadoresDeportivos,[]
oye dime scores deportivos por favor,marcadoresDeportivos,[]
muestrame como quedaron los partidos porfavor,marcadoresDeportivos,[]
dame resultados deportivos,marcadoresDeportivos,[]
hola quiero saber informacion deportiva porfa,marcadoresDeportivos,[]
hey pia cual es resultados deportivos porfa,marcadoresDeportivos,[]
hey muestrame el mundo deportivo,marcadoresDeportivos,[]
oye pia dime como quedaron los partidos,marcadoresDeportivos,[]
hey pia dime marcadores porfa,marcadoresDeportivos,[]
hey pia muestrame los resultados porfa,marcadoresDeportivos,[]
pia quiero saber marcadores por favor,marcadoresDeportivos,[]
muestrame marcadores por favor,marcadoresDeportivos,[]
oye pia cuentame informacion deportiva,marcadoresDeportivos,[]
actualizame los marcadores por favor,marcadoresDeportivos,[]
pia muestrame marcadores,marcadoresDeportivos,[]
pia muestrame noticias de deportes porfa,marcadoresDeportivos,[]
oye pia dime la actualidad de marcadores,marcadoresDeportivos,[]
oye cuentame el mundo deportivo,marcadoresDeportivos,[]
oye pia cuentame deportes porfavor,marcadoresDeportivos,[]
cuales son resultados deportivos porfa,marcadoresDeportivos,[]
oye pia cuentame los resultados,marcadoresDeportivos,[]
oye dime informacion deportiva,marcadoresDeportivos,[]
oye pia dame resultados deportivos porfa,marcadoresDeportivos,[]
hola actualizame el mundo deportivo,marcadoresDeportivos,[]
oye pia cuentame como quedaron los partidos porfavor,marcadoresDeportivos,[]
cuales son como quedaron los partidos por favor,marcadoresDeportivos,[]
oye pia cual es los marcadores porfavor,marcadoresDeportivos,[]
oye cual es informacion deportiva por favor,marcadoresDeportivos,[]
oye pia cual es scores deportivos por favor,marcadoresDeportivos,[]
oye actualizame noticias de deportes,marcadoresDeportivos,[]
pia dame resultados deportivos porfavor,marcadoresDeportivos,[]
oye pia noticias de deportes porfavor,marcadoresDeportivos,[]
oye cuentame scores deportivos porfa,marcadoresDeportivos,[]
hola pia dame informacion deportiva por favor,marcadoresDeportivos,[]
hey pia dime resultados deportivos porfa,marcadoresDeportivos,[]
pia dime la actualidad de marcadores por favor,marcadoresDeportivos,[]
oye pia cuales son como quedaron los partidos porfavor,marcadoresDeportivos,[]
hey marcadores por favor,marcadoresDeportivos,[]
dame los marcadores,marcadoresDeportivos,[]
hey pia cuentame resultados deportivos porfavor,marcadoresDeportivos,[]
oye dime los resultados porfavor,marcadoresDeportivos,[]
oye dime la actualidad de datos de deportes porfa,marcadoresDeportivos,[]
hey cual es datos de deportes,marcadoresDeportivos,[]
quiero saber scores deportivos,marcadoresDeportivos,[]
hey dame noticias de deportes por favor,marcadoresDeportivos,[]
pia cuales son informacion deportiva porfavor,marcadoresDeportivos,[]
cuentame noticias de deportes porfavor,marcadoresDeportivos,[]
hola actualizame noticias de deportes porfavor,marcadoresDeportivos,[]
hola pia el mundo deportivo porfavor,marcadoresDeportivos,[]
oye pia cuentame marcadores porfa,marcadoresDeportivos,[]
hola cual es marcadores porfavor,marcadoresDeportivos,[]
quiero saber como quedaron los partidos porfa,marcadoresDeportivos,[]
pia actualizame el mundo deportivo por favor,marcadoresDeportivos,[]
hola pia informame marcadores,marcadoresDeportivos,[]
hey pia dame resultados deportivos por favor,marcadoresDeportivos,[]
hey dime los marcadores porfavor,marcadoresDeportivos,[]
hey pia quiero saber el mundo deportivo porfa,marcadoresDeportivos,[]
hey dame resultados deportivos porfavor,marcadoresDeportivos,[]
hola pia muestrame marcadores por favor,marcadoresDeportivos,[]
oye dame informacion deportiva porfavor,marcadoresDeportivos,[]
hola informame noticias de deportes porfavor,marcadoresDeportivos,[]
oye cuales son los marcadores porfavor,marcadoresDeportivos,[]
hey informame como quedaron los partidos,marcadoresDeportivos,[]
hey pia cuales son los resultados por favor,marcadoresDeportivos,[]
oye pia cual es el mundo deportivo,marcadoresDeportivos,[]
oye quiero saber deportes por favor,marcadoresDeportivos,[]
como quedaron los partidos,marcadoresDeportivos,[]
hola pia los marcadores,marcadoresDeportivos,[]
oye cuales son el mundo deportivo porfa,marcadoresDeportivos,[]
oye pia dame los resultados por favor,marcadoresDeportivos,[]
hey pia cuales son los resultados porfa,marcadoresDeportivos,[]
hey cual es como quedaron los partidos porfa,marcadoresDeportivos,[]
muestrame los resultados porfa,marcadoresDeportivos,[]
hey cuales son el mundo deportivo porfa,marcadoresDeportivos,[]
oye actualizame deportes porfa,marcadoresDeportivos,[]
hey cuentame scores deportivos porfavor,marcadoresDeportivos,[]
hola actualizame deportes,marcadoresDeportivos,[]
oye informame scores deportivos,marcadoresDeportivos,[]
hey dime la actualidad de noticias de deportes,marcadoresDeportivos,[]
oye pia dame como quedaron los partidos porfavor,marcadoresDeportivos,[]
hola dime datos de deportes por favor,marcadoresDeportivos,[]
hey pia informame resultados deportivos porfavor,marcadoresDeportivos,[]
hola pia actualizame datos de deportes porfa,marcadoresDeportivos,[]
dame deportes porfavor,marcadoresDeportivos,[]
hey pia cuentame como quedaron los partidos por favor,marcadoresDeportivos,[]
hola pia marcadores porfa,marcadoresDeportivos,[]
pia informame marcadores porfa,marcadoresDeportivos,[]
hola pia quiero saber noticias de deportes porfa,marcadoresDeportivos,[]
hey pia cuales son los marcadores por favor,marcadoresDeportivos,[]
pia dame datos de deportes porfavor,marcadoresDeportivos,[]
hey pia resultados deportivos por favor,marcadoresDeportivos,[]
oye pia cuentame scores deportivos,marcadoresDeportivos,[]
pia cuentame noticias de deportes,marcadoresDeportivos,[]
pia actualizame marcadores porfa,marcadoresDeportivos,[]
hey datos de deportes,marcadoresDeportivos,[]
hola pia dime marcadores porfavor,marcadoresDeportivos,[]
hey pia cuentame resultados deportivos porfa,marcadoresDeportivos,[]
actualizame scores deportivos porfa,marcadoresDeportivos,[]
pia informame los resultados porfa,marcadoresDeportivos,[]
hola dime informacion deportiva por favor,marcadoresDeportivos,[]
hey pia cual es los marcadores porfa,marcadoresDeportivos,[]
hey pia quiero saber scores deportivos,marcadoresDeportivos,[]
hola pia dime la actualidad de los resultados porfavor,marcadoresDeportivos,[]
hey pia dime informacion deportiva por favor,marcadoresDeportivos,[]
informacion deportiva por favor,marcadoresDeportivos,[]
hey dime la actualidad de como quedaron los partidos por favor,marcadoresDeportivos,[]
hey cual es datos de deportes porfa,marcadoresDeportivos,[]
hey quiero saber deportes porfa,marcadoresDeportivos,[]
dame scores deportivos porfavor,marcadoresDeportivos,[]
hey pia dame el mundo deportivo porfavor,marcadoresDeportivos,[]
hola pia cual es informacion deportiva porfa,marcadoresDeportivos,[]
hola pia dame el mundo deportivo porfavor,marcadoresDeportivos,[]
pia dame deportes porfa,marcadoresDeportivos,[]
muestrame marcadores porfa,marcadoresDeportivos,[]
dime noticias de deportes,marcadoresDeportivos,[]
hey dime los resultados porfavor,marcadoresDeportivos,[]
hey pia cuentame el mundo deportivo porfavor,marcadoresDeportivos,[]
hey actualizame como quedaron los partidos,marcadoresDeportivos,[]
hola pia dame datos de deportes porfavor,marcadoresDeportivos,[]
hey pia cual es los marcadores por favor,marcadoresDeportivos,[]
pia cuales son datos de deportes porfa,marcadoresDeportivos,[]
hola pia cuentame deportes porfavor,marcadoresDeportivos,[]
oye muestrame noticias de deportes porfa,marcadoresDeportivos,[]
muestrame deportes porfavor,marcadoresDeportivos,[]
oye cual es como quedaron los partidos por favor,marcadoresDeportivos,[]
hey quiero saber los resultados,marcadoresDeportivos,[]
hola pia cuales son noticias de deportes porfavor,marcadoresDeportivos,[]
oye muestrame los resultados porfavor,marcadoresDeportivos,[]
hola pia informame los marcadores,marcadoresDeportivos,[]
hola pia dime los marcadores,marcadoresDeportivos,[]
hola pia dame noticias de deportes porfa,marcadoresDeportivos,[]
oye cuales son como quedaron los partidos,marcadoresDeportivos,[]
oye cuentame los resultados porfa,marcadoresDeportivos,[]
hey pia dime scores deportivos porfavor,marcadoresDeportivos,[]
oye dime scores deportivos porfavor,marcadoresDeportivos,[]
oye cual es deportes por favor,marcadoresDeportivos,[]
cuales son como quedaron los partidos porfa,marcadoresDeportivos,[]
hey informame los resultados por favor,marcadoresDeportivos,[]
hola cuentame resultados deportivos porfavor,marcadoresDeportivos,[]
pia actualizame como quedaron los partidos,marcadoresDeportivos,[]
muestrame marcadores porfavor,marcadoresDeportivos,[]
hola actualizame datos de deportes por favor,marcadoresDeportivos,[]
oye muestrame resultados deportivos porfavor,marcadoresDeportivos,[]
oye informame marcadores,marcadoresDeportivos,[]
oye pia dame noticias de deportes porfa,marcadoresDeportivos,[]
hey muestrame informacion deportiva porfa,marcadoresDeportivos,[]
pia cuentame deportes por favor,marcadoresDeportivos,[]
hola cuentame marcadores porfa,marcadoresDeportivos,[]
hey pia cuentame informacion deportiva por favor,marcadoresDeportivos,[]
oye informame los marcadores porfa,marcadoresDeportivos,[]
hola pia dime la actualidad de los marcadores porfa,marcadoresDeportivos,[]
hola dame el mundo deportivo porfavor,marcadoresDeportivos,[]
oye pia cuentame los marcadores,marcadoresDeportivos,[]
oye resultados deportivos porfa,marcadoresDeportivos,[]
quiero saber los resultados porfa,marcadoresDeportivos,[]
hey pia dime deportes por favor,marcadoresDeportivos,[]
hola cuales son el mundo deportivo porfavor,marcadoresDeportivos,[]
oye informame datos de deportes,marcadoresDeportivos,[]
dame los resultados,marcadoresDeportivos,[]
oye dame resultados deportivos,marcadoresDeportivos,[]
hey pia cual es datos de deportes por favor,marcadoresDeportivos,[]
cual es datos de deportes porfa,marcadoresDeportivos,[]
quiero saber noticias de deportes porfa,marcadoresDeportivos,[]
asi no es pia,negativo,[]
no pia,negativo,[]
pia incorrect,negativo,[]
negativo,negativo,[]
no esta bien,negativo,[]
no quiero eso pia,negativo,[]
pia asi no es,negativo,[]
asi no es,negativo,[]
pia nope,negativo,[]
pia no esta bien,negativo,[]
asi no es,negativo,[]
no esta bien,negativo,[]
negativo,negativo,[]
incorrecto,negativo,[]
pia negativo,negativo,[]
incorrecto pia,negativo,[]
nope,negativo,[]
pia no,negativo,[]
nope pia,negativo,[]
pia no quiero eso,negativo,[]
no,negativo,[]
no,negativo,[]
nope,negativo,[]
pia incorrecto,negativo,[]
incorrect,negativo,[]
no quiero eso,negativo,[]
no esta bien pia,negativo,[]
no quiero eso,negativo,[]
negativo pia,negativo,[]
incorrecto,negativo,[]
incorrect,negativo,[]
incorrect pia,negativo,[]
asi no es pia,negativo,[]
no pia,negativo,[]
pia incorrect,negativo,[]
negativo,negativo,[]
no esta bien,negativo,[]
no quiero eso pia,negativo,[]
pia asi no es,negativo,[]
asi no es,negativo,[]
pia nope,negativo,[]
pia no esta bien,negativo,[]
asi no es,negativo,[]
no esta bien,negativo,[]
negativo,negativo,[]
incorrecto,negativo,[]
pia negativo,negativo,[]
incorrecto pia,negativo,[]
nope,negativo,[]
pia no,negativo,[]
nope pia,negativo,[]
pia no quiero eso,negativo,[]
no,negativo,[]
no,negativo,[]
nope,negativo,[]
pia incorrecto,negativo,[]
incorrect,negativo,[]
no quiero eso,negativo,[]
no esta bien pia,negativo,[]
no quiero eso,negativo,[]
negativo pia,negativo,[]
incorrecto,negativo,[]
incorrect,negativo,[]
incorrect pia,negativo,[]
asi no es pia,negativo,[]
no pia,negativo,[]
pia incorrect,negativo,[]
negativo,negativo,[]
no esta bien,negativo,[]
no quiero eso pia,negativo,[]
pia asi no es,negativo,[]
asi no es,negativo,[]
pia nope,negativo,[]
pia no esta bien,negativo,[]
asi no es,negativo,[]
no esta bien,negativo,[]
negativo,negativo,[]
incorrecto,negativo,[]
pia negativo,negativo,[]
incorrecto pia,negativo,[]
nope,negativo,[]
pia no,negativo,[]
nope pia,negativo,[]
pia no quiero eso,negativo,[]
no,negativo,[]
no,negativo,[]
nope,negativo,[]
pia incorrecto,negativo,[]
incorrect,negativo,[]
no quiero eso,negativo,[]
no esta bien pia,negativo,[]
no quiero eso,negativo,[]
negativo pia,negativo,[]
incorrecto,negativo,[]
incorrect,negativo,[]
incorrect pia,negativo,[]
asi no es pia,negativo,[]
no pia,negativo,[]
pia incorrect,negativo,[]
negativo,negativo,[]
no esta bien,negativo,[]
no quiero eso pia,negativo,[]
pia asi no es,negativo,[]
asi no es,negativo,[]
pia nope,negativo,[]
pia no esta bien,negativo,[]
asi no es,negativo,[]
no esta bien,negativo,[]
negativo,negativo,[]
incorrecto,negativo,[]
pia negativo,negativo,[]
incorrecto pia,negativo,[]
nope,negativo,[]
pia no,negativo,[]
nope pia,negativo,[]
pia no quiero eso,negativo,[]
no,negativo,[]
no,negativo,[]
nope,negativo,[]
pia incorrecto,negativo,[]
incorrect,negativo,[]
no quiero eso,negativo,[]
no esta bien pia,negativo,[]
no quiero eso,negativo,[]
negativo pia,negativo,[]
incorrecto,negativo,[]
incorrect,negativo,[]
incorrect pia,negativo,[]
asi no es pia,negativo,[]
no pia,negativo,[]
pia incorrect,negativo,[]
negativo,negativo,[]
no esta bien,negativo,[]
no quiero eso pia,negativo,[]
pia asi no es,negativo,[]
asi no es,negativo,[]
pia nope,negativo,[]
pia no esta bien,negativo,[]
asi no es,negativo,[]
no esta bien,negativo,[]
negativo,negativo,[]
incorrecto,negativo,[]
pia negativo,negativo,[]
incorrecto pia,negativo,[]
nope,negativo,[]
pia no,negativo,[]
nope pia,negativo,[]
pia no quiero eso,negativo,[]
no,negativo,[]
no,negativo,[]
nope,negativo,[]
pia incorrecto,negativo,[]
incorrect,negativo,[]
no quiero eso,negativo,[]
no esta bien pia,negativo,[]
no quiero eso,negativo,[]
negativo pia,negativo,[]
incorrecto,negativo,[]
incorrect,negativo,[]
incorrect pia,negativo,[]
asi no es pia,negativo,[]
no pia,negativo,[]
pia incorrect,negativo,[]
negativo,negativo,[]
no esta bien,negativo,[]
no quiero eso pia,negativo,[]
pia asi no es,negativo,[]
asi no es,negativo,[]
pia nope,negativo,[]
pia no esta bien,negativo,[]
asi no es,negativo,[]
no esta bien,negativo,[]
negativo,negativo,[]
incorrecto,negativo,[]
pia negativo,negativo,[]
incorrecto pia,negativo,[]
nope,negativo,[]
pia no,negativo,[]
nope pia,negativo,[]
pia no quiero eso,negativo,[]
no,negativo,[]
no,negativo,[]
nope,negativo,[]
pia incorrecto,negativo,[]
incorrect,negativo,[]
no quiero eso,negativo,[]
no esta bien pia,negativo,[]
no quiero eso,negativo,[]
negativo pia,negativo,[]
incorrecto,negativo,[]
incorrect,negativo,[]
incorrect pia,negativo,[]
asi no es pia,negativo,[]
no pia,negativo,[]
pia incorrect,negativo,[]
negativo,negativo,[]
no esta bien,negativo,[]
no quiero eso pia,negativo,[]
pia asi no es,negativo,[]
asi no es,negativo,[]
pia nope,negativo,[]
pia no esta bien,negativo,[]
asi no es,negativo,[]
no esta bien,negativo,[]
negativo,negativo,[]
incorrecto,negativo,[]
pia negativo,negativo,[]
incorrecto pia,negativo,[]
nope,negativo,[]
pia no,negativo,[]
nope pia,negativo,[]
pia no quiero eso,negativo,[]
no,negativo,[]
no,negativo,[]
nope,negativo,[]
pia incorrecto,negativo,[]
incorrect,negativo,[]
no quiero eso,negativo,[]
no esta bien pia,negativo,[]
no quiero eso,negativo,[]
negativo pia,negativo,[]
incorrecto,negativo,[]
incorrect,negativo,[]
incorrect pia,negativo,[]
asi no es pia,negativo,[]
no pia,negativo,[]
pia incorrect,negativo,[]
negativo,negativo,[]
no esta bien,negativo,[]
no quiero eso pia,negativo,[]
pia asi no es,negativo,[]
asi no es,negativo,[]
pia nope,negativo,[]
pia no esta bien,negativo,[]
asi no es,negativo,[]
no esta bien,negativo,[]
negativo,negativo,[]
incorrecto,negativo,[]
pia negativo,negativo,[]
incorrecto pia,negativo,[]
nope,negativo,[]
pia no,negativo,[]
nope pia,negativo,[]
pia no quiero eso,negativo,[]
no,negativo,[]
no,negativo,[]
nope,negativo,[]
pia incorrecto,negativo,[]
incorrect,negativo,[]
no quiero eso,negativo,[]
no esta bien pia,negativo,[]
no quiero eso,negativo,[]
negativo pia,negativo,[]
incorrecto,negativo,[]
incorrect,negativo,[]
incorrect pia,negativo,[]
asi no es pia,negativo,[]
no pia,negativo,[]
pia incorrect,negativo,[]
negativo,negativo,[]
no esta bien,negativo,[]
no quiero eso pia,negativo,[]
pia asi no es,negativo,[]
asi no es,negativo,[]
pia nope,negativo,[]
pia no esta bien,negativo,[]
asi no es,negativo,[]
no esta bien,negativo,[]
negativo,negativo,[]
incorrecto,negativo,[]
pia negativo,negativo,[]
incorrecto pia,negativo,[]
nope,negativo,[]
pia no,negativo,[]
nope pia,negativo,[]
pia no quiero eso,negativo,[]
no,negativo,[]
no,negativo,[]
nope,negativo,[]
pia incorrecto,negativo,[]
incorrect,negativo,[]
no quiero eso,negativo,[]
no esta bien pia,negativo,[]
no quiero eso,negativo,[]
negativo pia,negativo,[]
incorrecto,negativo,[]
incorrect,negativo,[]
incorrect pia,negativo,[]
asi no es pia,negativo,[]
no pia,negativo,[]
pia incorrect,negativo,[]
negativo,negativo,[]
no esta bien,negativo,[]
no quiero eso pia,negativo,[]
pia asi no es,negativo,[]
asi no es,negativo,[]
pia nope,negativo,[]
pia no esta bien,negativo,[]
asi no es,negativo,[]
no esta bien,negativo,[]
negativo,negativo,[]
incorrecto,negativo,[]
pia negativo,negativo,[]
incorrecto pia,negativo,[]
nope,negativo,[]
pia no,negativo,[]
nope pia,negativo,[]
pia no quiero eso,negativo,[]
no,negativo,[]
no,negativo,[]
nope,negativo,[]
pia incorrecto,negativo,[]
incorrect,negativo,[]
no quiero eso,negativo,[]
no esta bien pia,negativo,[]
no quiero eso,negativo,[]
negativo pia,negativo,[]
incorrecto,negativo,[]
incorrect,negativo,[]
incorrect pia,negativo,[]
asi no es pia,negativo,[]
no pia,negativo,[]
pia incorrect,negativo,[]
negativo,negativo,[]
no esta bien,negativo,[]
no quiero eso pia,negativo,[]
pia asi no es,negativo,[]
asi no es,negativo,[]
pia nope,negativo,[]
pia no esta bien,negativo,[]
asi no es,negativo,[]
no esta bien,negativo,[]
negativo,negativo,[]
incorrecto,negativo,[]
pia negativo,negativo,[]
incorrecto pia,negativo,[]
nope,negativo,[]
pia no,negativo,[]
nope pia,negativo,[]
pia no quiero eso,negativo,[]
no,negativo,[]
no,negativo,[]
nope,negativo,[]
pia incorrecto,negativo,[]
incorrect,negativo,[]
no quiero eso,negativo,[]
no esta bien pia,negativo,[]
no quiero eso,negativo,[]
negativo pia,negativo,[]
incorrecto,negativo,[]
incorrect,negativo,[]
incorrect pia,negativo,[]
asi no es pia,negativo,[]
no pia,negativo,[]
pia incorrect,negativo,[]
negativo,negativo,[]
no esta bien,negativo,[]
no quiero eso pia,negativo,[]
pia asi no es,negativo,[]
asi no es,negativo,[]
pia nope,negativo,[]
pia no esta bien,negativo,[]
asi no es,negativo,[]
no esta bien,negativo,[]
negativo,negativo,[]
incorrecto,negativo,[]
pia negativo,negativo,[]
incorrecto pia,negativo,[]
nope,negativo,[]
pia no,negativo,[]
nope pia,negativo,[]
pia no quiero eso,negativo,[]
no,negativo,[]
no,negativo,[]
nope,negativo,[]
pia incorrecto,negativo,[]
incorrect,negativo,[]
no quiero eso,negativo,[]
no esta bien pia,negativo,[]
no quiero eso,negativo,[]
negativo pia,negativo,[]
incorrecto,negativo,[]
incorrect,negativo,[]
incorrect pia,negativo,[]
asi no es pia,negativo,[]
no pia,negativo,[]
pia incorrect,negativo,[]
negativo,negativo,[]
no esta bien,negativo,[]
no quiero eso pia,negativo,[]
pia asi no es,negativo,[]
asi no es,negativo,[]
pia nope,negativo,[]
pia no esta bien,negativo,[]
asi no es,negativo,[]
no esta bien,negativo,[]
negativo,negativo,[]
incorrecto,negativo,[]
pia negativo,negativo,[]
incorrecto pia,negativo,[]
nope,negativo,[]
pia no,negativo,[]
nope pia,negativo,[]
pia no quiero eso,negativo,[]
no,negativo,[]
no,negativo,[]
nope,negativo,[]
pia incorrecto,negativo,[]
incorrect,negativo,[]
no quiero eso,negativo,[]
no esta bien pia,negativo,[]
no quiero eso,negativo,[]
negativo pia,negativo,[]
incorrecto,negativo,[]
incorrect,negativo,[]
incorrect pia,negativo,[]
asi no es pia,negativo,[]
no pia,negativo,[]
pia incorrect,negativo,[]
negativo,negativo,[]
no esta bien,negativo,[]
no quiero eso pia,negativo,[]
pia asi no es,negativo,[]
asi no es,negativo,[]
pia nope,negativo,[]
pia no esta bien,negativo,[]
asi no es,negativo,[]
no esta bien,negativo,[]
negativo,negativo,[]
incorrecto,negativo,[]
pia negativo,negativo,[]
incorrecto pia,negativo,[]
nope,negativo,[]
pia no,negativo,[]
nope pia,negativo,[]
pia no quiero eso,negativo,[]
no,negativo,[]
no,negativo,[]
nope,negativo,[]
pia incorrecto,negativo,[]
incorrect,negativo,[]
no quiero eso,negativo,[]
no esta bien pia,negativo,[]
no quiero eso,negativo,[]
negativo pia,negativo,[]
incorrecto,negativo,[]
incorrect,negativo,[]
incorrect pia,negativo,[]
asi no es pia,negativo,[]
no pia,negativo,[]
pia incorrect,negativo,[]
negativo,negativo,[]
no esta bien,negativo,[]
no quiero eso pia,negativo,[]
pia asi no es,negativo,[]
asi no es,negativo,[]
pia nope,negativo,[]
pia no esta bien,negativo,[]
asi no es,negativo,[]
no esta bien,negativo,[]
negativo,negativo,[]
incorrecto,negativo,[]
pia negativo,negativo,[]
incorrecto pia,negativo,[]
nope,negativo,[]
pia no,negativo,[]
nope pia,negativo,[]
pia no quiero eso,negativo,[]
no,negativo,[]
no,negativo,[]
nope,negativo,[]
pia incorrecto,negativo,[]
incorrect,negativo,[]
no quiero eso,negativo,[]
no esta bien pia,negativo,[]
no quiero eso,negativo,[]
negativo pia,negativo,[]
incorrecto,negativo,[]
incorrect,negativo,[]
incorrect pia,negativo,[]
asi no es pia,negativo,[]
no pia,negativo,[]
pia incorrect,negativo,[]
negativo,negativo,[]
no esta bien,negativo,[]
no quiero eso pia,negativo,[]
pia asi no es,negativo,[]
asi no es,negativo,[]
pia nope,negativo,[]
pia no esta bien,negativo,[]
asi no es,negativo,[]
no esta bien,negativo,[]
negativo,negativo,[]
incorrecto,negativo,[]
pia negativo,negativo,[]
incorrecto pia,negativo,[]
nope,negativo,[]
pia no,negativo,[]
nope pia,negativo,[]
pia no quiero eso,negativo,[]
no,negativo,[]
no,negativo,[]
nope,negativo,[]
pia incorrecto,negativo,[]
incorrect,negativo,[]
no quiero eso,negativo,[]
no esta bien pia,negativo,[]
no quiero eso,negativo,[]
negativo pia,negativo,[]
incorrecto,negativo,[]
incorrect,negativo,[]
incorrect pia,negativo,[]
asi no es pia,negativo,[]
no pia,negativo,[]
pia incorrect,negativo,[]
negativo,negativo,[]
no esta bien,negativo,[]
no quiero eso pia,negativo,[]
pia asi no es,negativo,[]
asi no es,negativo,[]
pia nope,negativo,[]
pia no esta bien,negativo,[]
asi no es,negativo,[]
no esta bien,negativo,[]
negativo,negativo,[]
incorrecto,negativo,[]
pia negativo,negativo,[]
incorrecto pia,negativo,[]
nope,negativo,[]
pia no,negativo,[]
nope pia,negativo,[]
pia no quiero eso,negativo,[]
no,negativo,[]
no,negativo,[]
nope,negativo,[]
pia incorrecto,negativo,[]
incorrect,negativo,[]
no quiero eso,negativo,[]
no esta bien pia,negativo,[]
no quiero eso,negativo,[]
negativo pia,negativo,[]
incorrecto,negativo,[]
incorrect,negativo,[]
incorrect pia,negativo,[]
asi no es pia,negativo,[]
no pia,negativo,[]
pia incorrect,negativo,[]
negativo,negativo,[]
no esta bien,negativo,[]
no quiero eso pia,negativo,[]
pia asi no es,negativo,[]
asi no es,negativo,[]
pia nope,negativo,[]
pia no esta bien,negativo,[]
asi no es,negativo,[]
no esta bien,negativo,[]
negativo,negativo,[]
incorrecto,negativo,[]
pia negativo,negativo,[]
incorrecto pia,negativo,[]
nope,negativo,[]
pia no,negativo,[]
nope pia,negativo,[]
pia no quiero eso,negativo,[]
no,negativo,[]
no,negativo,[]
nope,negativo,[]
pia incorrecto,negativo,[]
incorrect,negativo,[]
no quiero eso,negativo,[]
no esta bien pia,negativo,[]
no quiero eso,negativo,[]
negativo pia,negativo,[]
incorrecto,negativo,[]
incorrect,negativo,[]
incorrect pia,negativo,[]
asi no es pia,negativo,[]
no pia,negativo,[]
pia incorrect,negativo,[]
negativo,negativo,[]
no esta bien,negativo,[]
no quiero eso pia,negativo,[]
pia asi no es,negativo,[]
asi no es,negativo,[]
pia nope,negativo,[]
pia no esta bien,negativo,[]
asi no es,negativo,[]
no esta bien,negativo,[]
negativo,negativo,[]
incorrecto,negativo,[]
pia negativo,negativo,[]
incorrecto pia,negativo,[]
nope,negativo,[]
pia no,negativo,[]
nope pia,negativo,[]
pia no quiero eso,negativo,[]
no,negativo,[]
no,negativo,[]
nope,negativo,[]
pia incorrecto,negativo,[]
saludos asistente como te sientes,saludos,[]
holi pia como te sientes,saludos,[]
hey amiga pia que tal el dia de hoy,saludos,[]
saludos asistente como estas,saludos,[]
hey amiga pia espero que estes bien,saludos,[]
hey pia espero que estes bien,saludos,[]
hola que tal,saludos,[]
hi pia,saludos,[]
hi asistente como te encuentras,saludos,[]
holi pia espero que estes bien,saludos,[]
hey pia,saludos,[]
holi pia saludos,saludos,[]
hola amiga pia como te sientes,saludos,[]
hi amiga pia como te sientes,saludos,[]
hola asistente como te sientes,saludos,[]
saludos amiga pia,saludos,[]
saludos que tal el dia de hoy,saludos,[]
hola asistente todo bien,saludos,[]
holi pia que tal el dia de hoy,saludos,[]
saludos todo bien,saludos,[]
hey,saludos,[]
hey pia que tal,saludos,[]
holi amiga pia como te sientes,saludos,[]
saludos asistente todo bien,saludos,[]
hey amiga pia saludos,saludos,[]
saludos amiga pia como te sientes,saludos,[]
hey asistente como te encuentras,saludos,[]
hi amiga pia como te encuentras,saludos,[]
hey amiga pia como estas,saludos,[]
hi amiga pia como estas,saludos,[]
saludos amiga pia todo bien,saludos,[]
saludos amiga pia como te encuentras,saludos,[]
saludos asistente,saludos,[]
hey asistente que tal el dia de hoy,saludos,[]
hi pia que tal el dia de hoy,saludos,[]
saludos como te sientes,saludos,[]
saludos amiga pia que tal el dia de hoy,saludos,[]
holi amiga pia como te encuentras,saludos,[]
hola espero que estes bien,saludos,[]
hey asistente espero que estes bien,saludos,[]
hi,saludos,[]
hola que tal el dia de hoy,saludos,[]
hi pia saludos,saludos,[]
hey asistente saludos,saludos,[]
saludos que tal,saludos,[]
holi amiga pia espero que estes bien,saludos,[]
saludos pia saludos,saludos,[]
hey asistente que tal,saludos,[]
saludos pia,saludos,[]
saludos pia como te sientes,saludos,[]
holi como te encuentras,saludos,[]
hi asistente saludos,saludos,[]
holi espero que estes bien,saludos,[]
hola amiga pia que tal el dia de hoy,saludos,[]
saludos espero que estes bien,saludos,[]
holi que tal el dia de hoy,saludos,[]
holi amiga pia saludos,saludos,[]
hola amiga pia espero que estes bien,saludos,[]
hi que tal,saludos,[]
saludos pia que tal,saludos,[]
saludos pia como te encuentras,saludos,[]
holi asistente como te sientes,saludos,[]
hola pia,saludos,[]
holi asistente,saludos,[]
hola,saludos,[]
hey saludos,saludos,[]
hey asistente todo bien,saludos,[]
holi asistente como estas,saludos,[]
hey todo bien,saludos,[]
saludos pia todo bien,saludos,[]
hi asistente todo bien,saludos,[]
hola pia que tal,saludos,[]
hey amiga pia como te sientes,saludos,[]
hi como te encuentras,saludos,[]
hi asistente como estas,saludos,[]
holi todo bien,saludos,[]
hey pia como te encuentras,saludos,[]
hey como te encuentras,saludos,[]
hi asistente como te sientes,saludos,[]
hi como estas,saludos,[]
holi que tal,saludos,[]
hola asistente espero que estes bien,saludos,[]
hola pia espero que estes bien,saludos,[]
holi saludos,saludos,[]
saludos amiga pia que tal,saludos,[]
